Year,Cause_Code,Cause_Name,State,Deaths,Age_Adjusted_Rate,Rate_Category,Deaths_Rate_Scaled
2017,All Causes,All causes,California,268189,618.7,Very High,268.189
2017,All Causes,All causes,Colorado,38063,663.4,Very High,38.063
2017,All Causes,All causes,Connecticut,31312,651.2,Very High,31.312
2017,All Causes,All causes,Delaware,9178,749.6,Very High,9.178
2017,All Causes,All causes,District Of Columbia,4965,725.4,Very High,4.965
2017,All Causes,All causes,Florida,203636,672.1,Very High,203.636
2017,All Causes,All causes,Georgia,83098,793.7,Very High,83.098
2017,All Causes,All causes,Hawaii,11390,584.9,Very High,11.39
2017,All Causes,All causes,Idaho,14011,741.8,Very High,14.011
2017,All Causes,All causes,Illinois,109721,724.2,Very High,109.721
2017,All Causes,All causes,Indiana,65597,848.6,Very High,65.597
2017,All Causes,All causes,Iowa,30530,737.0,Very High,30.53
2017,All Causes,All causes,Kansas,27063,771.2,Very High,27.063
2017,All Causes,All causes,Kentucky,48212,929.9,Very High,48.212
2017,All Causes,All causes,Louisiana,45804,881.1,Very High,45.804
2017,All Causes,All causes,Maine,14676,771.6,Very High,14.676
2017,All Causes,All causes,Maryland,49926,718.1,Very High,49.926
2017,All Causes,All causes,Massachusetts,58803,677.1,Very High,58.803
2017,All Causes,All causes,Michigan,97602,783.5,Very High,97.602
2017,All Causes,All causes,Minnesota,44371,656.4,Very High,44.371
2017,All Causes,All causes,Mississippi,32280,951.3,Very High,32.28
2017,All Causes,All causes,Missouri,61876,820.1,Very High,61.876
2017,All Causes,All causes,Montana,10200,757.5,Very High,10.2
2017,All Causes,All causes,Nebraska,16878,726.0,Very High,16.878
2017,All Causes,All causes,Nevada,24657,765.5,Very High,24.657
2017,All Causes,All causes,New Hampshire,12504,717.3,Very High,12.504
2017,All Causes,All causes,New Jersey,74846,667.5,Very High,74.846
2017,All Causes,All causes,New Mexico,18673,754.7,Very High,18.673
2017,All Causes,All causes,New York,155358,623.6,Very High,155.358
2017,All Causes,All causes,North Carolina,93157,785.6,Very High,93.157
2017,All Causes,All causes,North Dakota,6415,692.7,Very High,6.415
2017,All Causes,All causes,Ohio,123648,849.7,Very High,123.648
2017,All Causes,All causes,Oklahoma,40452,902.4,Very High,40.452
2017,All Causes,All causes,Oregon,36624,717.2,Very High,36.624
2017,All Causes,All causes,Pennsylvania,135656,777.3,Very High,135.656
2017,All Causes,All causes,Rhode Island,10157,713.4,Very High,10.157
2017,All Causes,All causes,South Carolina,49441,828.0,Very High,49.441
2017,All Causes,All causes,South Dakota,7996,736.6,Very High,7.996
2017,All Causes,All causes,Tennessee,70096,897.1,Very High,70.096
2017,All Causes,All causes,Texas,198106,735.7,Very High,198.106
2017,All Causes,All causes,Utah,18035,700.1,Very High,18.035
2017,All Causes,All causes,Vermont,6007,714.9,Very High,6.007
2017,All Causes,All causes,Virginia,68579,719.4,Very High,68.579
2017,All Causes,All causes,Washington,56995,688.6,Very High,56.995
2017,All Causes,All causes,West Virginia,23276,957.1,Very High,23.276
2017,All Causes,All causes,Wisconsin,52681,722.0,Very High,52.681
2017,All Causes,All causes,Wyoming,4768,714.6,Very High,4.768
2017,Alzheimer's disease (G30),Alzheimer's disease,United States,121404,31.0,Low,121.404
2017,Alzheimer's disease (G30),Alzheimer's disease,Alabama,2563,45.2,Low,2.563
2017,Alzheimer's disease (G30),Alzheimer's disease,Alaska,98,22.1,Low,0.098
2017,Alzheimer's disease (G30),Alzheimer's disease,Arizona,3058,35.1,Low,3.058
2017,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,1436,39.4,Low,1.436
2017,Alzheimer's disease (G30),Alzheimer's disease,California,16238,37.1,Low,16.238
2017,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1830,34.2,Low,1.83
2017,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,1077,20.4,Low,1.077
2017,Alzheimer's disease (G30),Alzheimer's disease,Delaware,377,30.6,Low,0.377
2017,Alzheimer's disease (G30),Alzheimer's disease,District Of Columbia,125,17.6,Low,0.125
2017,Alzheimer's disease (G30),Alzheimer's disease,Florida,6980,20.7,Low,6.98
2017,Alzheimer's disease (G30),Alzheimer's disease,Georgia,4290,46.0,Low,4.29
2017,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,465,19.7,Low,0.465
2017,Alzheimer's disease (G30),Alzheimer's disease,Idaho,672,36.6,Low,0.672
2017,Alzheimer's disease (G30),Alzheimer's disease,Illinois,4021,25.6,Low,4.021
2017,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2771,35.3,Low,2.771
2017,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1597,35.3,Low,1.597
2017,Alzheimer's disease (G30),Alzheimer's disease,Kansas,894,24.3,Low,0.894
2017,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1765,35.0,Low,1.765
2017,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,2188,43.7,Low,2.188
2017,Alzheimer's disease (G30),Alzheimer's disease,Maine,601,30.4,Low,0.601
2017,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1191,17.1,Low,1.191
2017,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1841,19.9,Low,1.841
2017,Alzheimer's disease (G30),Alzheimer's disease,Michigan,4428,34.5,Low,4.428
2017,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,2474,34.9,Low,2.474
2017,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,1626,49.6,Low,1.626
2017,Alzheimer's disease (G30),Alzheimer's disease,Missouri,2545,32.3,Low,2.545
2017,Alzheimer's disease (G30),Alzheimer's disease,Montana,285,20.9,Low,0.285
2017,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,698,28.5,Low,0.698
2017,Alzheimer's disease (G30),Alzheimer's disease,Nevada,779,27.3,Low,0.779
2017,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,436,24.8,Low,0.436
2017,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,2829,23.6,Low,2.829
2017,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,572,22.7,Low,0.572
2017,Alzheimer's disease (G30),Alzheimer's disease,New York,3521,13.2,Low,3.521
2017,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,4289,37.3,Low,4.289
2017,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,387,36.5,Low,0.387
2017,Alzheimer's disease (G30),Alzheimer's disease,Ohio,5117,33.6,Low,5.117
2017,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1752,39.4,Low,1.752
2017,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1850,36.0,Low,1.85
2017,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,4213,21.7,Low,4.213
2017,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,435,27.3,Low,0.435
2017,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,2549,45.0,Low,2.549
2017,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,444,36.9,Low,0.444
2017,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,3522,46.7,Low,3.522
2017,Alzheimer's disease (G30),Alzheimer's disease,Texas,9545,38.5,Low,9.545
2017,Alzheimer's disease (G30),Alzheimer's disease,Utah,991,42.1,Low,0.991
2017,Alzheimer's disease (G30),Alzheimer's disease,Vermont,370,42.9,Low,0.37
2017,Alzheimer's disease (G30),Alzheimer's disease,Virginia,2549,27.6,Low,2.549
2017,Alzheimer's disease (G30),Alzheimer's disease,Washington,3710,46.0,Low,3.71
2017,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,770,30.6,Low,0.77
2017,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,2428,31.6,Low,2.428
2017,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,212,32.7,Low,0.212
2017,Cerebrovascular diseases (I60-I69),Stroke,United States,146383,37.6,Low,146.383
2017,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2931,50.0,Low,2.931
2017,Cerebrovascular diseases (I60-I69),Stroke,Alaska,190,35.1,Low,0.19
2017,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2681,30.8,Low,2.681
2017,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1612,43.8,Low,1.612
2017,Cerebrovascular diseases (I60-I69),Stroke,California,16355,37.6,Low,16.355
2017,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1988,35.8,Low,1.988
2017,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1403,27.8,Low,1.403
2017,Cerebrovascular diseases (I60-I69),Stroke,Delaware,571,46.2,Low,0.571
2017,Cerebrovascular diseases (I60-I69),Stroke,District Of Columbia,246,35.9,Low,0.246
2017,Cerebrovascular diseases (I60-I69),Stroke,Florida,12602,38.9,Low,12.602
2017,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4399,43.5,Low,4.399
2017,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,764,37.5,Low,0.764
2017,Cerebrovascular diseases (I60-I69),Stroke,Idaho,726,38.5,Low,0.726
2017,Cerebrovascular diseases (I60-I69),Stroke,Illinois,6020,38.9,Low,6.02
2017,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3150,40.2,Low,3.15
2017,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1416,32.8,Low,1.416
2017,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1355,37.7,Low,1.355
2017,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2050,39.4,Low,2.05
2017,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2460,47.4,Low,2.46
2017,Cerebrovascular diseases (I60-I69),Stroke,Maine,736,37.5,Low,0.736
2017,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2820,40.2,Low,2.82
2017,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2367,26.5,Low,2.367
2017,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5002,39.3,Low,5.002
2017,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2250,32.6,Low,2.25
2017,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1723,51.1,Medium,1.723
2017,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3159,41.0,Low,3.159
2017,Cerebrovascular diseases (I60-I69),Stroke,Montana,487,35.6,Low,0.487
2017,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,760,31.5,Low,0.76
2017,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1137,35.9,Low,1.137
2017,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,514,28.9,Low,0.514
2017,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3474,30.2,Low,3.474
2017,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,878,34.8,Low,0.878
2017,Cerebrovascular diseases (I60-I69),Stroke,New York,6264,24.6,Low,6.264
2017,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5098,43.0,Low,5.098
2017,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,337,35.4,Low,0.337
2017,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6425,42.8,Low,6.425
2017,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1947,43.3,Low,1.947
2017,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2066,39.9,Low,2.066
2017,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6700,36.5,Low,6.7
2017,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,425,29.4,Low,0.425
2017,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2691,44.9,Low,2.691
2017,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,414,36.7,Low,0.414
2017,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3519,45.0,Low,3.519
2017,Cerebrovascular diseases (I60-I69),Stroke,Texas,10790,41.3,Low,10.79
2017,Cerebrovascular diseases (I60-I69),Stroke,Utah,888,36.2,Low,0.888
2017,Cerebrovascular diseases (I60-I69),Stroke,Vermont,249,28.9,Low,0.249
2017,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3555,37.5,Low,3.555
2017,Cerebrovascular diseases (I60-I69),Stroke,Washington,3028,36.9,Low,3.028
2017,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1058,41.8,Low,1.058
2017,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2513,33.5,Low,2.513
2017,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,190,28.4,Low,0.19
2017,Chronic lower respiratory diseases (J40-J47),CLRD,United States,160201,40.9,Low,160.201
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3484,57.8,Medium,3.484
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,204,35.9,Low,0.204
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3802,42.7,Low,3.802
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2517,66.7,Medium,2.517
2017,Chronic lower respiratory diseases (J40-J47),CLRD,California,13881,32.2,Low,13.881
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2604,45.6,Low,2.604
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1471,30.4,Low,1.471
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,526,40.8,Low,0.526
2017,Chronic lower respiratory diseases (J40-J47),CLRD,District Of Columbia,137,19.6,Low,0.137
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,12619,39.0,Low,12.619
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4866,46.2,Low,4.866
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,378,19.0,Low,0.378
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,925,47.3,Low,0.925
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5732,37.6,Low,5.732
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4375,55.2,Medium,4.375
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1939,46.5,Low,1.939
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1832,51.7,Medium,1.832
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3480,64.5,Medium,3.48
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2467,46.6,Low,2.467
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,982,48.7,Low,0.982
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2079,29.9,Low,2.079
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2842,32.5,Low,2.842
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5688,44.3,Low,5.688
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2464,36.3,Low,2.464
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2037,58.3,Medium,2.037
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3940,50.7,Medium,3.94
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,752,53.5,Medium,0.752
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1224,52.6,Medium,1.224
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1633,50.0,Low,1.633
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,755,43.0,Low,0.755
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3227,28.6,Low,3.227
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1143,44.2,Low,1.143
2017,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7258,28.9,Low,7.258
2017,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5540,45.3,Low,5.54
2017,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,358,38.3,Low,0.358
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7312,48.5,Low,7.312
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,3035,65.9,Medium,3.035
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2088,39.7,Low,2.088
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6667,37.1,Low,6.667
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,521,36.2,Low,0.521
2017,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2983,47.9,Low,2.983
2017,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,505,45.3,Low,0.505
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4657,57.4,Medium,4.657
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,10650,40.5,Low,10.65
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,826,32.1,Low,0.826
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,375,43.0,Low,0.375
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3363,34.9,Low,3.363
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,3177,38.1,Low,3.177
2017,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1681,64.3,Medium,1.681
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2834,38.3,Low,2.834
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,366,53.8,Medium,0.366
2017,Diabetes mellitus (E10-E14),Diabetes,United States,83564,21.5,Low,83.564
2017,Diabetes mellitus (E10-E14),Diabetes,Alabama,1173,19.8,Low,1.173
2017,Diabetes mellitus (E10-E14),Diabetes,Alaska,130,19.3,Low,0.13
2017,Diabetes mellitus (E10-E14),Diabetes,Arizona,2054,23.7,Low,2.054
2017,Diabetes mellitus (E10-E14),Diabetes,Arkansas,1180,32.4,Low,1.18
2017,Diabetes mellitus (E10-E14),Diabetes,California,9595,22.1,Low,9.595
2017,Diabetes mellitus (E10-E14),Diabetes,Colorado,1017,17.2,Low,1.017
2017,Diabetes mellitus (E10-E14),Diabetes,Connecticut,694,14.5,Low,0.694
2017,Diabetes mellitus (E10-E14),Diabetes,Delaware,244,19.1,Low,0.244
2017,Diabetes mellitus (E10-E14),Diabetes,District Of Columbia,138,20.1,Low,0.138
2017,Diabetes mellitus (E10-E14),Diabetes,Florida,6172,20.2,Low,6.172
2017,Diabetes mellitus (E10-E14),Diabetes,Georgia,2348,21.5,Low,2.348
2017,Diabetes mellitus (E10-E14),Diabetes,Hawaii,299,15.9,Low,0.299
2017,Diabetes mellitus (E10-E14),Diabetes,Idaho,394,20.3,Low,0.394
2017,Diabetes mellitus (E10-E14),Diabetes,Illinois,2927,19.2,Low,2.927
2017,Diabetes mellitus (E10-E14),Diabetes,Indiana,2096,26.6,Low,2.096
2017,Diabetes mellitus (E10-E14),Diabetes,Iowa,918,22.8,Low,0.918
2017,Diabetes mellitus (E10-E14),Diabetes,Kansas,874,25.2,Low,0.874
2017,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1474,27.7,Low,1.474
2017,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1272,23.9,Low,1.272
2017,Diabetes mellitus (E10-E14),Diabetes,Maine,395,19.8,Low,0.395
2017,Diabetes mellitus (E10-E14),Diabetes,Maryland,1439,20.3,Low,1.439
2017,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1321,15.1,Low,1.321
2017,Diabetes mellitus (E10-E14),Diabetes,Michigan,2798,22.1,Low,2.798
2017,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1312,19.3,Low,1.312
2017,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1164,33.3,Low,1.164
2017,Diabetes mellitus (E10-E14),Diabetes,Missouri,1605,21.0,Low,1.605
2017,Diabetes mellitus (E10-E14),Diabetes,Montana,292,21.6,Low,0.292
2017,Diabetes mellitus (E10-E14),Diabetes,Nebraska,575,25.0,Low,0.575
2017,Diabetes mellitus (E10-E14),Diabetes,Nevada,609,18.3,Low,0.609
2017,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,340,19.2,Low,0.34
2017,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1908,16.9,Low,1.908
2017,Diabetes mellitus (E10-E14),Diabetes,New Mexico,673,26.5,Low,0.673
2017,Diabetes mellitus (E10-E14),Diabetes,New York,4176,16.8,Low,4.176
2017,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2903,23.6,Low,2.903
2017,Diabetes mellitus (E10-E14),Diabetes,North Dakota,194,21.8,Low,0.194
2017,Diabetes mellitus (E10-E14),Diabetes,Ohio,3740,25.2,Low,3.74
2017,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1398,30.6,Low,1.398
2017,Diabetes mellitus (E10-E14),Diabetes,Oregon,1243,23.9,Low,1.243
2017,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3704,21.1,Low,3.704
2017,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,275,18.8,Low,0.275
